site,date,start_hour,value,variable,units,quality,prelim,name 
3774,2014-01-01,13,0.7520,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,14,0.5958,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,15,0.6055,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,16,0.6567,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,17,0.6970,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,18,0.7017,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,19,0.7100,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,20,0.7153,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,21,0.6762,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,22,0.7018,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-01,23,0.7447,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2014-01-01,0,2.4069,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,1,2.3693,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,2,2.3228,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,3,1.9053,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,4,1.6603,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,5,1.7193,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,6,1.6830,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,7,1.6557,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,8,1.4682,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,9,1.2960,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,10,1.2583,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,11,1.6795,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,12,1.5502,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,13,1.2853,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,14,1.2203,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,15,1.1858,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,16,1.1378,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,17,1.2075,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,18,1.2657,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,19,1.7443,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,20,1.9163,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,21,1.9917,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,22,1.7813,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-01,23,1.2160,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2014-01-02,0,0.1254,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,1,0.0125,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,2,0.0013,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,5,0.0055,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,6,0.0112,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,7,0.0338,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,8,0.0375,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,9,0.1035,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,10,0.0967,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,11,0.1185,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,12,0.1103,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,13,0.0790,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,14,0.0672,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,15,0.0643,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,16,0.1138,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,17,0.0777,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,18,0.1357,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,19,0.1461,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,20,0.1055,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,21,0.0317,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,22,0.0427,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-02,23,0.0413,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
3774,2014-01-02,0,1.0911,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,1,1.1700,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,2,1.3737,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,3,1.5229,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,5,1.6598,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,6,2.0143,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,7,3.1820,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,8,2.6935,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,9,1.6635,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,10,1.3650,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,11,0.9365,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,12,0.9493,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,13,0.9855,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,14,0.8522,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,15,0.7887,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,16,0.7782,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,17,0.7122,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,18,0.9483,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,19,1.1229,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,20,1.2833,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,21,1.3319,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,22,1.3578,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-02,23,1.2625,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2014-01-02,0,1.3434,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,1,0.9685,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,2,0.9773,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,3,0.5940,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,4,0.5941,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,5,0.9677,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,6,1.0492,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,7,1.2453,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,8,1.2428,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,9,0.9052,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,11,0.4928,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,12,0.4088,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,13,0.4042,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,14,0.5623,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,15,0.7068,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,16,0.7402,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,17,1.0018,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,18,1.2342,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,19,1.6917,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,20,1.9343,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,21,1.7973,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,22,1.7615,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-02,23,1.4722,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2014-01-03,0,0.1231,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,1,0.0307,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,2,0.0213,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,5,0.0163,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,6,0.0260,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,7,0.0590,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,8,0.0947,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,9,0.2180,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,10,0.1827,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,11,0.1372,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,12,0.1843,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,13,0.2368,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,14,0.3730,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,15,0.5093,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,16,0.5178,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,17,0.6698,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,18,0.6335,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,19,0.7070,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,20,0.6970,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,21,0.6545,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,22,0.5477,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-03,23,0.3491,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
3774,2014-01-03,0,0.4609,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,1,0.4608,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,2,0.4008,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,3,0.4082,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,5,0.4603,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,6,0.5512,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,7,0.6947,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,8,0.8567,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,9,1.0357,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,10,1.0808,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,11,0.8967,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,12,0.6162,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,13,0.7088,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,14,0.6658,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,15,0.6623,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,16,0.5698,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,17,0.5363,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,18,0.7113,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,19,0.7755,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,20,0.8535,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,21,1.0738,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,22,1.0203,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-03,23,1.1026,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2014-01-03,0,1.7820,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,1,1.5073,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,2,1.2698,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,3,0.9647,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,4,0.9505,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,5,1.2770,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,6,1.4663,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,7,1.7190,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,8,1.8645,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,9,1.2513,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,10,0.8827,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,11,1.0165,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,12,1.0683,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,13,0.9738,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,14,1.2367,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,15,1.1368,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,16,0.9468,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,17,0.8063,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,18,1.1143,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,19,1.4088,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,20,1.4780,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,21,1.4400,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,22,1.5003,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-03,23,1.6272,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2014-01-04,0,0.4117,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,1,0.4147,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,2,0.3962,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,5,0.1822,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,6,0.1685,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,7,0.1770,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,8,0.2012,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,9,0.3827,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,10,0.2957,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,11,0.2857,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,12,0.3358,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,13,0.3678,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,14,0.3968,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,15,0.3293,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,16,0.3827,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,17,0.3632,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,18,0.3033,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,19,0.3138,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,20,0.2922,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,21,0.2975,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,22,0.2153,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-04,23,0.1684,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
3774,2014-01-04,0,1.2994,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,1,1.3175,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,2,1.1835,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,5,1.1825,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,6,1.1452,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,7,1.2432,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,8,1.1330,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,9,0.8483,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,10,0.6275,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,11,0.4567,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,12,0.4373,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,13,0.4368,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,14,0.4328,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,15,0.4373,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,16,0.4345,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,17,0.5517,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,18,0.7937,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,19,1.2163,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,20,1.3992,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,21,1.4002,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,22,1.4592,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2014-01-04,23,1.7247,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2014-01-04,0,2.0432,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,1,1.9338,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,2,1.6663,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,3,1.0139,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,4,0.6926,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,5,1.2003,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,6,1.4397,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,7,1.6032,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,8,1.7082,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,9,1.3547,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,10,1.0702,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,11,0.9342,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,12,0.6672,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,13,0.6720,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,14,0.6502,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,15,0.7003,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,16,0.7382,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,17,0.9692,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,18,1.1993,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,19,1.6380,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,20,1.9513,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,21,2.0442,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,22,2.1718,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2014-01-04,23,1.7679,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2014-01-05,0,0.2285,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-05,1,0.0928,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-05,2,0.0727,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-05,5,0.0273,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-05,6,0.0197,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2014-01-05,7,0.0180,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
