site,date,start_hour,value,variable,units,quality,prelim,name 
2849,2015-03-15,11,0.1190,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,12,0.0648,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,13,0.0702,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,14,0.0857,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,15,0.0890,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,16,0.1187,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,17,0.0962,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,18,0.1012,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,19,0.0700,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,20,0.0730,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,21,0.0672,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,22,0.0567,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-15,23,0.0515,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
3774,2015-03-15,0,1.1322,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,1,1.2340,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,2,1.3360,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,3,1.3372,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,5,1.0370,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,6,0.7818,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,7,0.7307,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,8,0.7088,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,9,0.5922,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,10,0.4582,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,11,0.4030,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,12,0.2952,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,13,0.2210,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,14,0.2373,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,15,0.2798,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,16,0.2845,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,17,0.2245,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,18,0.2268,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,19,0.2425,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,20,0.3352,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,21,0.6515,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,22,0.8170,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-15,23,0.7425,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2015-03-15,0,0.6170,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,1,0.4448,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,2,0.4575,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,3,0.3676,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,4,0.3018,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,5,0.3383,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,6,0.4143,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,7,0.5213,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,8,0.4475,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,9,0.3340,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,10,0.1658,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,11,0.1368,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,12,0.1547,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,13,0.1602,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,14,0.1885,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,15,0.1477,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,16,0.1548,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,17,0.1892,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,18,0.2732,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,19,0.1968,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,20,0.2230,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,21,0.2610,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,22,0.4407,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-15,23,0.5728,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2015-03-16,0,0.1468,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,1,0.0518,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,2,0.0400,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,3,0.0520,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,5,0.0435,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,6,0.0527,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,7,0.0510,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,8,0.1838,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,9,0.3203,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,10,0.1142,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,11,0.0583,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,12,0.0622,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,13,0.0720,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,14,0.1038,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,15,0.0908,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,16,0.1298,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,17,0.1705,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,18,0.1745,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,19,0.1585,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,20,0.1535,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,21,0.1370,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,22,0.1170,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-16,23,0.1160,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
3774,2015-03-16,0,0.5941,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,1,0.5615,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,2,0.5445,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,3,0.6017,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,5,0.9592,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,6,1.9622,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,7,2.2397,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,8,0.8025,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,9,0.5352,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,10,0.2728,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,11,0.2418,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,12,0.2042,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,13,0.2463,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,14,0.2532,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,15,0.3503,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,16,0.3432,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,17,0.3493,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,18,0.4172,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,19,0.4565,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,20,0.4693,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,21,0.7347,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,22,0.5310,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-16,23,0.1931,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2015-03-16,0,0.5102,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,1,0.4920,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,2,0.4753,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,3,0.6333,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,4,0.6898,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,5,0.7790,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,6,0.8145,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,7,0.7361,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,8,0.4307,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,9,0.4725,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,10,0.3507,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,11,0.2222,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,12,0.1358,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,13,0.2205,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,14,0.3680,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,15,0.2449,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,16,0.2907,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,17,0.3164,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,18,0.3397,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,19,0.4178,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,20,0.6634,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,21,0.8144,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,22,0.9183,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-16,23,0.9149,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2015-03-17,0,0.1311,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,1,0.1128,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,2,0.1057,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,5,0.0953,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,6,0.1954,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,7,0.1523,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,8,0.3102,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,9,0.3637,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,10,0.2915,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,11,0.1642,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,12,0.1560,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,13,0.1470,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,14,0.1368,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,15,0.1063,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,16,0.1727,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,17,0.2498,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,18,0.3278,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,19,0.3188,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,20,0.2227,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,21,0.2117,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,22,0.2309,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-17,23,0.2300,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
3774,2015-03-17,0,0.2265,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,1,0.2337,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,2,0.2598,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,5,0.9358,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,6,1.3322,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,7,0.8498,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,8,0.4368,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,9,0.3040,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,10,0.2827,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,11,0.3077,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,12,0.2670,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,13,0.3187,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,14,0.3065,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,15,0.3085,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,16,0.3435,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,17,0.3172,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,18,0.3652,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,19,0.3693,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,20,0.4127,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,21,0.3537,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,22,0.1862,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-17,23,0.1923,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2015-03-17,0,0.6262,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,1,0.5312,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,2,0.4593,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,4,0.9898,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,5,1.0509,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,6,1.1728,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,7,1.1207,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,8,0.5393,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,9,0.2730,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,10,0.2608,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,11,0.2845,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,12,0.2567,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,13,0.2040,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,14,0.2869,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,15,0.2998,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,16,0.3410,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,17,0.4160,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,18,0.4751,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,19,0.5670,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,20,0.5549,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,21,0.4702,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,22,0.2164,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-17,23,0.1974,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2015-03-18,0,0.1870,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,1,0.1505,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,2,0.0940,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,3,0.0804,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,5,0.0970,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,6,0.1430,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,7,0.1507,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,8,0.1587,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,9,0.2128,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,10,0.1763,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,11,0.1658,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,12,0.1842,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,13,0.1342,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,14,0.1203,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,15,0.1307,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,16,0.1322,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,17,0.1425,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,18,0.1382,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,19,0.1380,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,20,0.1266,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,21,0.1319,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,22,0.0993,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-18,23,0.1040,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
3774,2015-03-18,0,0.1915,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,1,0.1875,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,2,0.1948,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,3,0.2033,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,5,0.2155,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,6,0.2463,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,7,0.2250,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,8,0.2155,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,9,0.2188,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,10,0.1968,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,11,0.1861,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,12,0.1744,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,13,0.1898,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,14,0.1860,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,15,0.1978,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,16,0.1698,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,17,0.1698,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,18,0.1842,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,19,0.1935,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,20,0.1632,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,21,0.1932,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,22,0.1719,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
3774,2015-03-18,23,0.1627,CO,Parts Per Million ( ppm ),,,Long Beach-2425 Webster Street           
2899,2015-03-18,0,0.3073,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,1,0.1367,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,2,0.1407,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,3,0.1361,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,4,0.1784,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,5,0.2093,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,6,0.2256,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,7,0.2217,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,8,0.2232,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,9,0.2053,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,10,0.2240,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,11,0.2152,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,12,0.2115,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,13,0.1787,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,14,0.1873,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,15,0.1763,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,16,0.1795,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,17,0.1878,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,18,0.2063,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,19,0.2397,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,20,0.1800,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,21,0.1710,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,22,0.1942,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2899,2015-03-18,23,0.1374,CO,Parts Per Million ( ppm ),,,Los Angeles-North Main Street 
2849,2015-03-19,0,0.0920,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,1,0.0680,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,2,0.0713,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,3,0.0659,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,5,0.0690,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,6,0.0882,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,7,0.1162,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,8,0.1498,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,9,0.1755,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,10,0.1793,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,11,0.1775,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,12,0.1618,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,17,0.1945,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
2849,2015-03-19,18,0.2383,CO,Parts Per Million ( ppm ),,,Glendora-Laurel 
