site,monitor,date,start_hour,value,variable,units,quality,prelim,name 
3658,B,2016-01-02,3,20.40,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,4,11.79,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,5,13.39,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,6,16.10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,7,15.88,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,8,10.54,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,9,10.97,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,10,9.32,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,11,6.47,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,12,5.97,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,13,5.23,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,14,2.84,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,15,0.67,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,16,1.37,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,17,1.38,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,18,2.57,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,19,6.37,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,20,8.36,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,21,18.10,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,22,19.88,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3658,B,2016-01-02,23,13.98,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Lancaster-43301 Division Street 
3679,C,2016-01-02,0,37.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,1,30.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,2,31.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,3,26.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,4,25.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,5,27.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,6,26.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,7,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,8,18.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,9,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,10,22.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,11,26.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,12,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,13,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,14,17.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,15,19.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,16,14.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,17,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,18,23.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,19,30.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,20,28.33,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,21,25.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,22,26.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
3679,C,2016-01-02,23,35.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,South Long Beach 
2849,A,2016-01-03,0,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,1,9.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,2,11.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,3,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,4,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,5,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,6,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,7,5.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,8,3.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,9,5.17,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,10,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,11,7.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,12,15.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,13,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,14,10.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,15,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,16,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,17,21.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,18,12.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
2849,A,2016-01-03,19,13.00,PM25HR,Micrograms/Cubic Meter ( ug/m<sup>3</sup> ),,,Glendora-Laurel 
