site,data_status,action_code,datetime,parameter,duration,frequency,value,unit,qc,poc,lat,lon,GISDatum,elev,method_code,mpc,mpc_value,uncertainty,qualifiers
840482010416,0,10,20150828T1400-0600,44201,60,0,.11,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150606T1400-0600,44201,60,0,.099,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150921T1400-0600,44201,60,0,.091,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150828T1500-0600,44201,60,0,.12,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150606T1500-0600,44201,60,0,.092,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150921T1500-0600,44201,60,0,.089,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150828T1700-0600,44201,60,0,.106,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150606T1700-0600,44201,60,0,.078,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150921T1700-0600,44201,60,0,.062,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150828T1800-0600,44201,60,0,.083,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150606T1800-0600,44201,60,0,.067,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150921T1800-0600,44201,60,0,.048,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150828T2100-0600,44201,60,0,.046,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150606T2100-0600,44201,60,0,.044,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150921T2100-0600,44201,60,0,.031,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150828T1900-0600,44201,60,0,.062,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150606T1900-0600,44201,60,0,.058,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150921T1900-0600,44201,60,0,.042,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150828T2000-0600,44201,60,0,.056,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150606T2000-0600,44201,60,0,.051,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150921T2000-0600,44201,60,0,.035,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
840482010416,0,10,20150828T0000-0600,44201,60,0,.025,007,0,1,29.686389,-95.294722,WGS84,10,047,1,.005,,RT
